,bandgap,theory_data,expt_data,reduced_formula,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,prediction,pred_dist_to_ideal,cost_ratio
1178,0.0,0,1,Mg3Ga7Co2,Mg3 Ga7 Co2,12.0,31.0,19.0,25.58333333333333,6.791666666666668,31.0,58.0,74.0,16.0,69.83333333333333,4.8611111111111125,74.0,24.305,69.723,45.418,56.57019916666667,16.132599583333334,69.723,302.91,1768.0,1465.09,702.1141666666667,465.7381944444445,302.91,2.0,13.0,11.0,9.583333333333334,3.986111111111111,13.0,3.0,4.0,1.0,3.75,0.375,4.0,122.0,141.0,19.0,127.41666666666669,6.791666666666669,122.0,1.31,1.88,0.5699999999999998,1.6966666666666663,0.19333333333333336,1.81,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.5833333333333334,0.4861111111111111,1.0,0.0,10.0,10.0,7.0,3.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,11.0,9.583333333333334,3.986111111111111,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.9166666666666665,2.430555555555556,5.0,0.0,3.0,3.0,0.5,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.4166666666666665,1.8472222222222223,5.0,10.245,22.89,12.645,18.430208333333336,2.7284027777777773,18.8575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.25807853333333336,0.43013088888888895,0.0,64.0,194.0,130.0,118.16666666666669,63.194444444444464,64.0,,,10
1179,1.1,0,1,LiAsSe2,Li1 As1 Se2,3.0,34.0,31.0,26.0,11.5,34.0,1.0,89.0,88.0,65.75,32.375,89.0,6.941,78.96,72.01899999999998,59.94565,26.502324999999995,78.96,453.69,1090.0,636.31,632.9225,228.53875,494.0,1.0,16.0,15.0,12.0,5.5,16.0,2.0,4.0,2.0,3.5,0.75,4.0,119.0,128.0,9.0,121.75,3.125,120.0,0.98,2.55,1.5699999999999998,2.065,0.5425,2.55,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.75,1.375,4.0,0.0,10.0,10.0,7.5,3.75,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,12.0,5.5,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,3.0,3.0,1.75,0.875,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.5,2.0,16.5933333333,25.92,9.326666666700005,22.652083333325,3.267916666675001,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,105.75,91.75,14.0,,,10
1180,0.0,0,1,NbHg3F6,Nb1 Hg3 F6,9.0,80.0,71.0,33.5,29.4,9.0,47.0,93.0,46.0,81.8,13.44,93.0,18.9984032,200.59,181.5915968,80.86667992,74.241932064,18.9984032,53.5,2750.0,2696.5,377.396,474.52080000000007,53.5,5.0,17.0,12.0,14.3,3.24,17.0,2.0,6.0,4.0,3.5,1.8,2.0,57.0,164.0,107.0,90.2,39.84,57.0,1.6,3.98,2.38,3.148,0.9984000000000002,3.98,1.0,2.0,1.0,1.9,0.18000000000000008,2.0,0.0,5.0,5.0,3.0,2.4,5.0,0.0,10.0,10.0,3.4,4.08,0.0,0.0,14.0,14.0,4.2,5.880000000000001,0.0,5.0,26.0,21.0,12.5,8.1,7.0,0.0,1.0,1.0,0.1,0.18000000000000002,0.0,0.0,1.0,1.0,0.6,0.4800000000000001,1.0,0.0,6.0,6.0,0.6,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1.3,1.14,1.0,9.7075,25.2375862069,15.530086206900005,15.21377586207,6.607531034484,9.7075,0.0,1.97,1.97,1.182,0.9456,1.97,0.0,0.0,0.0,0.0,0.0,0.0,15.0,229.0,214.0,81.7,80.04,15.0,,,10
1181,0.0,1,0,TmAu,Tm1 Au1,69.0,79.0,10.0,74.0,5.0,69.0,37.0,66.0,29.0,51.5,14.5,37.0,168.93421,196.966569,28.032358999999985,182.9503895,14.016179499999993,168.93421,1337.33,1818.0,480.6700000000001,1577.665,240.33500000000004,1337.33,3.0,11.0,8.0,7.0,4.0,3.0,6.0,6.0,0.0,6.0,0.0,6.0,136.0,190.0,54.0,163.0,27.0,136.0,1.25,2.54,1.29,1.895,0.645,1.25,1.0,2.0,1.0,1.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,13.0,14.0,1.0,13.5,0.5,13.0,15.0,25.0,10.0,20.0,5.0,15.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,16.7,29.78,13.080000000000002,23.24,6.540000000000001,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,209.5,15.5,194.0,,,1
1182,1.493,1,0,BaGa4Se7,Ba1 Ga4 Se7,31.0,56.0,25.0,34.833333333333336,3.52777777777778,34.0,9.0,89.0,80.0,77.33333333333333,13.611111111111116,89.0,69.723,137.327,67.604,80.74491666666665,9.430347222222217,78.96,302.91,1000.0,697.0899999999997,472.47,113.03999999999998,494.0,2.0,16.0,14.0,13.833333333333336,2.5277777777777777,16.0,4.0,6.0,2.0,4.166666666666667,0.3055555555555558,4.0,120.0,215.0,95.0,128.58333333333334,14.402777777777786,120.0,0.89,2.55,1.6599999999999997,2.165,0.44916666666666655,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.5555555555555554,4.0,0.0,10.0,10.0,9.166666666666666,1.5277777777777783,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,14.0,13.833333333333336,2.5277777777777777,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.833333333333333,1.4444444444444446,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.833333333333333,1.4444444444444446,2.0,18.8575,63.59,44.7325,26.705,6.147500000000001,25.92,0.0,0.799,0.799,0.4660833333333334,0.3884027777777778,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,48.58333333333334,40.34722222222222,14.0,,,1
1183,1.15,0,1,Zn3P2,Zn3 P2,15.0,30.0,15.0,24.0,7.2,30.0,69.0,83.0,14.0,74.6,6.719999999999999,69.0,30.973762,65.38,34.406237999999995,51.61750479999999,16.51499424,65.38,317.3,692.68,375.38,542.528,180.1824,692.68,12.0,15.0,3.0,13.2,1.44,12.0,3.0,4.0,1.0,3.6,0.48,4.0,107.0,122.0,15.0,116.0,7.2,122.0,1.65,2.19,0.54,1.8659999999999999,0.2592,1.65,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.2,1.44,0.0,0.0,10.0,10.0,6.0,4.8,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,7.0,9.2,3.3600000000000003,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2,1.44,0.0,13.96,22.5702380952,8.6102380952,17.40409523808,4.132914285696,13.96,0.0,1.625,1.625,0.65,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,194.0,192.0,117.2,92.16,194.0,,,10
1184,2.58,0,1,CsYCdSe3,Cs1 Y1 Cd1 Se3,34.0,55.0,21.0,40.66666666666666,7.222222222222222,34.0,5.0,89.0,84.0,59.0,33.666666666666664,89.0,78.96,132.9054519,53.94545190000001,95.18371698333333,18.316339311111108,78.96,301.59,1799.0,1497.41,696.1350000000001,367.6216666666666,494.0,1.0,16.0,15.0,10.666666666666666,5.777777777777778,16.0,4.0,6.0,2.0,4.666666666666667,0.6666666666666666,4.0,120.0,244.0,124.0,156.33333333333334,40.44444444444445,120.0,0.79,2.55,1.7599999999999998,1.8916666666666664,0.6583333333333332,2.55,1.0,2.0,1.0,1.8333333333333333,0.27777777777777785,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,10.0,10.0,6.833333333333332,4.2222222222222205,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,10.666666666666666,5.777777777777778,16.0,0.0,1.0,1.0,0.16666666666666666,0.2777777777777778,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,9.0,9.0,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.6666666666666665,2.1111111111111107,2.0,19.495,115.765,96.27,40.8975,24.95583333333333,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,109.83333333333331,95.83333333333331,14.0,,,10
1185,0.0,0,1,Pr2InPd2,Pr2 In1 Pd2,46.0,59.0,13.0,51.8,5.76,46.0,17.0,75.0,58.0,46.6,23.68,17.0,106.42,140.90765,34.48764999999999,121.89466000000002,15.210391999999995,106.42,429.75,1828.05,1398.3,1298.77,423.424,1204.0,3.0,13.0,10.0,7.8,3.8400000000000007,3.0,5.0,6.0,1.0,5.4,0.4800000000000001,5.0,139.0,203.0,64.0,165.2,30.24,139.0,1.13,2.2,1.0700000000000005,1.6880000000000002,0.4464,1.13,0.0,2.0,2.0,1.2,0.9600000000000002,0.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,10.0,10.0,6.0,4.8,0.0,0.0,3.0,3.0,1.2,1.44,0.0,5.0,13.0,8.0,8.6,2.88,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,4.4,5.28,0.0,0.0,11.0,11.0,5.4,4.48,0.0,14.41,35.675,21.265,24.88600000000001,8.631199999999998,14.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,225.0,86.0,195.4,23.68,194.0,,,10
1186,0.0,1,0,ScBIr3,Sc1 B1 Ir3,5.0,77.0,72.0,51.4,30.72000000000001,77.0,11.0,72.0,61.0,52.6,16.639999999999993,60.0,10.811,192.217,181.406,126.48358240000002,78.88010112,192.217,1814.0,2739.0,925.0,2475.8,315.84,2739.0,3.0,13.0,10.0,8.6,2.24,9.0,2.0,6.0,4.0,4.8,1.44,6.0,84.0,170.0,86.0,135.4,20.559999999999995,141.0,1.36,2.2,0.8400000000000001,2.0,0.2560000000000001,2.2,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,7.0,7.0,4.4,3.12,7.0,0.0,14.0,14.0,8.4,6.719999999999999,14.0,3.0,23.0,20.0,15.0,9.6,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,9.0,9.0,3.6,2.16,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,4.6,1.92,3.0,7.1725,22.235,15.0625,14.4075,3.130999999999999,14.21,0.0,1.524,1.524,0.3048,0.48768,0.0,0.0,6.35e-06,6.35e-06,1.27e-06,2.032e-06,0.0,166.0,225.0,59.0,207.0,21.6,225.0,,,1
1187,2.8,0,1,TaNO,Ta1 N1 O1,7.0,73.0,66.0,29.33333333333333,29.11111111111111,7.0,48.0,87.0,39.0,72.33333333333333,16.222222222222225,48.0,14.0067,180.94788,166.94118,70.31799333333333,73.75325777777778,14.0067,54.8,3290.0,3235.2,1135.95,1436.0333333333335,54.8,5.0,16.0,11.0,12.0,4.666666666666667,5.0,2.0,6.0,4.0,3.333333333333333,1.777777777777778,2.0,66.0,170.0,104.0,102.33333333333331,45.11111111111111,66.0,1.5,3.44,1.94,2.66,0.7733333333333333,1.5,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.333333333333333,1.5555555555555554,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,14.0,14.0,4.666666666666667,6.222222222222222,0.0,5.0,19.0,14.0,10.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.6666666666666667,1.111111111111111,0.0,0.0,7.0,7.0,2.333333333333333,3.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.0,2.0,2.0,9.105,18.12,9.015,13.997916666666667,3.261944444444444,9.105,0.0,6.437,6.437,2.1456666666666666,2.8608888888888893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,145.0,88.66666666666669,12.0,,,10
1188,0.0,0,1,Li14Ti21O48,Li14 Ti21 O48,3.0,22.0,19.0,10.698795180722893,5.718681956742633,8.0,1.0,87.0,86.0,61.36144578313253,29.65423138336478,87.0,6.941,47.867,40.926,22.53436385542169,12.818924314123967,15.9994,54.8,1941.0,1886.2,599.3139759036145,678.9254579764843,54.8,1.0,16.0,15.0,10.433734939759038,6.438089708230512,16.0,2.0,4.0,2.0,2.5060240963855422,0.7559878066482799,2.0,66.0,160.0,94.0,100.2409638554217,39.60400638699375,66.0,0.98,3.44,2.46,2.5443373493975905,1.0359471621425458,3.44,1.0,2.0,1.0,1.8313253012048192,0.2804470895630716,2.0,0.0,4.0,4.0,2.3132530120481927,1.9509362752213681,4.0,0.0,2.0,2.0,0.5060240963855421,0.7559878066482798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.6506024096385525,1.5607490201770942,6.0,0.0,1.0,1.0,0.1686746987951807,0.2804470895630715,0.0,0.0,2.0,2.0,1.1566265060240963,0.9754681376106838,2.0,0.0,8.0,8.0,2.0240963855421685,3.0239512265931188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,3.3493975903614457,2.353316881985774,2.0,9.105,16.69,7.585000000000001,12.28718875501446,3.6806038612215417,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.701204819268675e-06,8.517462621558024e-06,0.0,12.0,229.0,217.0,94.65060240963855,95.595877485847,12.0,,,10
1189,0.0,1,0,Lu2FeS4,Lu2 Fe1 S4,16.0,71.0,55.0,33.142857142857146,21.632653061224488,16.0,41.0,88.0,47.0,69.85714285714286,20.73469387755102,88.0,32.065,174.9668,142.9018,76.29122857142856,56.38604081632654,32.065,388.36,1936.0,1547.64,1033.777142857143,737.6195918367348,388.36,3.0,16.0,13.0,11.142857142857142,5.551020408163266,16.0,3.0,6.0,3.0,4.0,1.1428571428571428,3.0,105.0,187.0,82.0,132.28571428571428,31.26530612244898,105.0,1.27,2.58,1.31,2.0985714285714288,0.5502040816326531,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.2857142857142856,1.959183673469388,4.0,0.0,6.0,6.0,1.1428571428571428,1.3877551020408163,0.0,0.0,14.0,14.0,4.0,5.7142857142857135,0.0,6.0,17.0,11.0,9.428571428571429,4.3265306122448965,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1428571428571428,0.979591836734694,2.0,0.0,9.0,9.0,3.1428571428571432,3.591836734693877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,4.285714285714286,2.6938775510204085,2.0,10.73,28.865,18.135,24.51535714285714,3.938673469387755,25.786875,0.0,2.202,2.202,1.2582857142857142,1.0785306122448979,2.202,0.0,2.1106628,2.1106628,0.3021652857142857,0.516713575510204,0.0,70.0,229.0,159.0,128.14285714285714,66.44897959183673,70.0,,,1
1190,0.0,0,1,YbAg2,Yb1 Ag2,47.0,70.0,23.0,54.66666666666666,10.222222222222221,47.0,39.0,65.0,26.0,56.33333333333334,11.555555555555555,65.0,107.8682,173.054,65.1858,129.5968,28.97146666666667,107.8682,1092.0,1234.93,142.93000000000006,1187.2866666666666,63.524444444444505,1234.93,3.0,11.0,8.0,8.333333333333334,3.5555555555555562,11.0,5.0,6.0,1.0,5.333333333333333,0.4444444444444444,5.0,145.0,187.0,42.0,159.0,18.666666666666668,145.0,1.26,1.93,0.6699999999999999,1.7066666666666668,0.2977777777777777,1.93,1.0,2.0,1.0,1.3333333333333333,0.4444444444444444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,6.666666666666668,4.444444444444444,10.0,0.0,14.0,14.0,4.666666666666667,6.222222222222222,0.0,11.0,16.0,5.0,12.666666666666664,2.222222222222222,11.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,16.33,34.12,17.79,22.26,7.906666666666667,16.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,225.0,0.0,225.0,0.0,225.0,,,10
1191,0.0,1,0,SrSbAu,Sr1 Sb1 Au1,38.0,79.0,41.0,56.0,15.333333333333336,38.0,8.0,85.0,77.0,53.0,30.0,8.0,87.62,196.966569,109.34656899999999,135.44885633333334,41.011808444444426,87.62,903.78,1337.33,433.55,1097.0366666666666,160.19555555555553,903.78,2.0,15.0,13.0,9.333333333333334,4.888888888888888,2.0,5.0,6.0,1.0,5.333333333333333,0.4444444444444444,5.0,136.0,195.0,59.0,156.66666666666666,25.555555555555554,136.0,0.95,2.54,1.59,1.846666666666667,0.5977777777777777,0.95,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,10.0,10.0,6.666666666666668,4.444444444444444,0.0,0.0,14.0,14.0,4.666666666666667,6.222222222222222,0.0,2.0,25.0,23.0,14.0,8.0,2.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.3333333333333333,1.111111111111111,0.0,16.7,54.23,37.53,34.16333333333333,13.377777777777775,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,225.0,59.0,205.3333333333333,26.222222222222207,166.0,,,1
1192,4.2,0,1,Ta2O5,Ta2 O5,8.0,73.0,65.0,26.57142857142857,26.530612244897966,8.0,48.0,87.0,39.0,75.85714285714286,15.918367346938775,87.0,15.9994,180.94788,164.94848000000005,63.12753714285714,67.32591020408164,15.9994,54.8,3290.0,3235.2,979.1428571428572,1320.4897959183675,54.8,5.0,16.0,11.0,12.857142857142858,4.489795918367347,16.0,2.0,6.0,4.0,3.1428571428571432,1.6326530612244896,2.0,66.0,170.0,104.0,95.71428571428572,42.448979591836725,66.0,1.5,3.44,1.94,2.8857142857142857,0.7918367346938775,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8571428571428568,1.6326530612244896,4.0,0.0,3.0,3.0,0.8571428571428571,1.2244897959183674,0.0,0.0,14.0,14.0,4.0,5.7142857142857135,0.0,6.0,19.0,13.0,9.714285714285714,5.3061224489795915,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.4285714285714286,0.8163265306122448,2.0,0.0,7.0,7.0,2.0,2.8571428571428568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.4285714285714284,2.0408163265306123,2.0,9.105,18.12,9.015,11.680714285714288,3.6795918367346947,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,74.0,88.57142857142857,12.0,,,10
1193,0.0,0,1,Ce(CuSb)2,Ce1 Cu2 Sb2,29.0,58.0,29.0,43.6,11.68,29.0,15.0,85.0,70.0,62.6,19.04,64.0,63.54600000000001,140.116,76.57000000000002,102.14560000000002,30.87968,63.54600000000001,903.78,1357.77,453.99,1118.8200000000004,191.16000000000003,903.78,3.0,15.0,12.0,11.0,3.2,11.0,4.0,6.0,2.0,4.8,0.64,4.0,132.0,204.0,72.0,149.2,21.919999999999995,132.0,1.12,2.05,0.9299999999999996,1.804,0.27359999999999995,1.9,1.0,2.0,1.0,1.6,0.48,1.0,0.0,3.0,3.0,1.2,1.44,0.0,1.0,10.0,9.0,8.2,2.8800000000000003,10.0,0.0,1.0,1.0,0.2,0.32,0.0,4.0,15.0,11.0,11.2,3.04,11.0,0.0,1.0,1.0,0.4,0.4800000000000001,0.0,0.0,3.0,3.0,1.2,1.44,0.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,13.0,13.0,2.6,4.16,0.0,1.0,22.0,21.0,6.0,6.4,1.0,11.07,37.24,26.17,24.5,10.744000000000002,11.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,225.0,59.0,195.2,23.84,166.0,,,10
1194,0.0,1,0,Pr2CdSn,Pr2 Cd1 Sn1,48.0,59.0,11.0,54.0,5.0,59.0,17.0,80.0,63.0,46.0,29.0,17.0,112.411,140.90765,28.496649999999992,128.234075,12.673574999999996,140.90765,505.08,1204.0,698.9200000000003,876.825,327.175,1204.0,3.0,14.0,11.0,8.0,5.0,3.0,5.0,6.0,1.0,5.5,0.5,6.0,139.0,203.0,64.0,172.25,30.75,203.0,1.13,1.96,0.8300000000000001,1.4775,0.34750000000000003,1.13,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.5,0.75,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,3.0,3.0,1.5,1.5,3.0,5.0,14.0,9.0,9.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,5.5,5.5,11.0,0.0,11.0,11.0,6.5,4.5,11.0,19.495,35.675,16.179999999999996,31.0325,5.768749999999998,35.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,194.0,53.0,180.75,19.875,194.0,,,1
1195,0.0,1,0,CsNb6I11,Cs1 Nb6 I11,41.0,55.0,14.0,49.111111111111114,5.407407407407407,53.0,5.0,96.0,91.0,74.6111111111111,26.141975308641968,96.0,92.90638,132.9054519,39.9990719,115.90516121666668,15.332520811111104,126.90447,301.59,2750.0,2448.41,1169.8300000000004,1053.4466666666667,386.85,1.0,17.0,16.0,12.111111111111107,5.9753086419753085,17.0,5.0,6.0,1.0,5.0555555555555545,0.1049382716049381,5.0,139.0,244.0,105.0,153.16666666666666,17.314814814814813,139.0,0.79,2.66,1.87,2.2027777777777784,0.5588271604938272,2.66,1.0,2.0,1.0,1.6111111111111112,0.4753086419753086,2.0,0.0,5.0,5.0,3.0555555555555562,2.376543209876543,5.0,0.0,10.0,10.0,7.444444444444445,3.1234567901234573,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,16.0,12.111111111111107,5.9753086419753085,17.0,0.0,1.0,1.0,0.3888888888888889,0.4753086419753088,0.0,0.0,1.0,1.0,0.6111111111111112,0.4753086419753086,1.0,0.0,6.0,6.0,2.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,3.0,2.6666666666666665,1.0,18.18,115.765,97.585,38.778333333333336,13.732222222222227,43.015,0.0,1.062,1.062,0.649,0.5047777777777778,1.062,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,128.16666666666666,78.42592592592592,64.0,,,1
